Time (EET),Open,High,Low,Close,Volume
2015.01.02 00:00:00,1.55783,1.55871,1.53252,1.53252,214767.08
2015.01.05 00:00:00,1.53002,1.53193,1.51535,1.52472,210874.67
2015.01.06 00:00:00,1.52474,1.52739,1.51408,1.51502,215543.15
2015.01.07 00:00:00,1.51504,1.5155,1.5055,1.51098,236548.29
2015.01.08 00:00:00,1.51098,1.51176,1.50342,1.50887,189452.26
2015.01.09 00:00:00,1.50887,1.51755,1.50771,1.51554,205007.82
2015.01.12 00:00:00,1.51766,1.51933,1.50985,1.51712,208299.9
2015.01.13 00:00:00,1.51712,1.51916,1.50773,1.5158,207332.2
2015.01.14 00:00:00,1.51581,1.52689,1.51449,1.52304,256371.6
2015.01.15 00:00:00,1.52316,1.52666,1.51499,1.51793,297616.7
2015.01.16 00:00:00,1.51793,1.52344,1.50752,1.5137,200198.14
2015.01.19 00:00:00,1.5127,1.5179,1.51079,1.5111,134370.03
2015.01.20 00:00:00,1.51105,1.51995,1.50572,1.51426,185952.59
2015.01.21 00:00:00,1.51421,1.5179,1.50761,1.51413,259502.89
2015.01.22 00:00:00,1.51416,1.52122,1.4972,1.50084,288890.05
2015.01.23 00:00:00,1.50084,1.50356,1.49511,1.49855,301982.84
2015.01.26 00:00:00,1.50076,1.5103,1.49865,1.50784,219927.28
2015.01.27 00:00:00,1.50784,1.52235,1.50593,1.51961,254842.99
2015.01.28 00:00:00,1.51961,1.52185,1.51306,1.51357,226827.97
2015.01.29 00:00:00,1.51357,1.51622,1.50181,1.50642,240948.76
2015.01.30 00:00:00,1.50642,1.50959,1.49887,1.50594,225106.7
2015.02.02 00:00:00,1.50898,1.50969,1.50054,1.50383,218832.15
2015.02.03 00:00:00,1.50381,1.51975,1.49883,1.51649,242303.94
2015.02.04 00:00:00,1.51649,1.52506,1.5139,1.51791,233831.73
2015.02.05 00:00:00,1.51796,1.53431,1.51649,1.53273,232999.25
2015.02.06 00:00:00,1.53273,1.53521,1.52113,1.52363,227826
2015.02.09 00:00:00,1.52252,1.52671,1.52004,1.52148,265107.96
2015.02.10 00:00:00,1.5215,1.52758,1.51961,1.52526,234161.19
2015.02.11 00:00:00,1.52525,1.52994,1.52188,1.52307,204474.61
2015.02.12 00:00:00,1.52305,1.54146,1.52088,1.53827,309306.16
2015.02.13 00:00:00,1.53827,1.5422,1.53708,1.53837,224623.7
2015.02.16 00:00:00,1.54225,1.54405,1.53391,1.53603,198071.09
2015.02.17 00:00:00,1.53602,1.54021,1.5316,1.53513,195213.58
2015.02.18 00:00:00,1.53514,1.54794,1.53415,1.54345,255943.07
2015.02.19 00:00:00,1.54345,1.54653,1.54038,1.54129,213517.63
2015.02.20 00:00:00,1.54134,1.54338,1.53434,1.53917,268973.17
2015.02.23 00:00:00,1.53955,1.54744,1.53323,1.54557,208965.79
2015.02.24 00:00:00,1.54557,1.54738,1.54016,1.54513,203101.92
2015.02.25 00:00:00,1.54513,1.55384,1.54461,1.55276,206386.85
2015.02.26 00:00:00,1.55273,1.55519,1.53938,1.54033,254218.47
2015.02.27 00:00:00,1.54032,1.54587,1.53841,1.54319,236661.01
2015.03.02 00:00:00,1.54165,1.5428,1.53513,1.53649,186720.41
2015.03.03 00:00:00,1.53642,1.53975,1.53443,1.53589,186649.67
2015.03.04 00:00:00,1.53577,1.53715,1.52517,1.52628,207805.62
2015.03.05 00:00:00,1.52627,1.52692,1.5215,1.52378,218466.5
2015.03.06 00:00:00,1.52379,1.5255,1.50317,1.50332,243199.03
2015.03.08 23:00:00,1.50337,1.51368,1.50304,1.51271,220315.21
2015.03.09 23:00:00,1.51271,1.51312,1.50283,1.50666,307620.1
2015.03.10 23:00:00,1.50663,1.50962,1.48926,1.49272,360324.08
2015.03.11 23:00:00,1.49275,1.50265,1.48497,1.48817,281588.69
2015.03.12 23:00:00,1.48817,1.48966,1.47,1.47412,263239.02
2015.03.15 23:00:00,1.47387,1.48529,1.47313,1.4827,200638.7
2015.03.16 23:00:00,1.4827,1.4845,1.47238,1.47477,206832.38
2015.03.17 23:00:00,1.47477,1.51611,1.46347,1.49771,246604.62
2015.03.18 23:00:00,1.49759,1.50094,1.46878,1.47499,333822.2
2015.03.19 23:00:00,1.47494,1.49888,1.47218,1.49594,260412.36
